Id,price
0,17675.258801057233
1,16886.361911957658
2,23817.39678856229
3,14804.104304307502
4,7667.197734142717
5,24264.45709131608
6,5060.593145197046
7,17025.510078457763
8,16786.303316576952
9,19696.172469909325
10,27272.593214640037
11,10265.05735594657
12,13896.797782802385
13,10720.569171927473
14,16580.46019726677
15,9986.476578838387
16,18262.18585247689
17,15616.949241349112
18,14358.592958964795
19,11902.248967444533
20,4066.014634798401
21,6448.205309711744
22,13346.690577567548
23,17493.915844955154
24,21305.45053871957
25,22756.042682918855
26,18701.968774929792
27,18668.925803464506
28,13342.463063372
29,16619.34292380407
30,19943.38669585526
31,13511.694446699523
32,14900.01580615748
33,6329.488190748922
34,26110.48445164325
35,18742.30762773959
36,9501.419492056863
37,13348.936767458967
38,17929.91836624531
39,19688.94559515346
40,15306.815833415916
41,16739.063965844718
42,17876.605744063592
43,30144.367309931316
44,17929.296526086517
45,19133.98293778668
46,13586.347680734785
47,12334.778887399283
48,18977.07278807029
49,4689.766402701205
50,24156.930434639726
51,6082.527268274283
52,16468.793008047476
53,16825.163122319907
54,16606.846711231967
55,19767.158131867025
56,20933.698662356644
57,9823.108093225088
58,10601.404076543911
59,17279.07504345301
60,13118.703220588772
61,17987.02408082735
62,11819.484774454326
63,22543.37966385681
64,20267.134774233433
65,18379.625909477367
66,10959.682284496572
67,20029.43065941398
68,29472.263809941025
69,20067.539489698836
70,14615.3565202682
71,21684.399164742135
72,14330.836402433473
73,14907.75943673548
74,16316.856021690919
75,13231.074790718128
76,16520.8613745954
77,19895.31099798182
78,11375.638698669976
79,28764.635805340353
80,8972.804423514981
81,22959.160344216805
82,14916.604018854407
83,14861.985569675762
84,4425.7383240132
85,13693.772343208695
86,16746.139023508018
87,29332.14990772884
88,26923.17111586337
89,15906.390293908173
90,20626.280140694027
91,16019.951058338782
92,24200.876524826104
93,16824.306391766342
94,10347.715951790204
95,17986.612631168522
96,18172.103237320196
97,9605.900401701121
98,33915.598623848826
99,11851.726122962062
100,15779.158768833973
101,17762.862164140337
102,19240.984161082775
103,15306.064708943934
104,12581.561320661349
105,13885.80255578245
106,16442.080372230117
107,16330.967217001067
108,13241.938765481136
109,20346.45599865979
110,3944.7887210403496
111,14973.363412596505
112,16482.262142376156
113,15239.574299097336
114,13077.063576120394
115,15149.890699000936
116,18541.494569818446
117,21619.31613439605
118,16997.654903714843
119,19706.714960069952
120,11598.22737936769
121,14351.93183187725
122,18678.621240486365
123,18105.79275383832
124,13883.147076791583
125,6247.728108724197
126,19662.457047029824
127,15093.56476084771
128,18454.078897514977
129,12139.352395022956
130,7423.471369179875
131,31286.89693277618
132,7278.809020484194
133,7446.095024280421
134,13319.472692690868
135,22623.38155661928
136,13334.580949439664
137,13523.410268813126
138,16596.533906515277
139,15281.738988302794
140,16205.026758494076
141,13823.28847970237
142,12492.0890236545
143,14345.164696102482
144,10448.792972130319
145,14597.64169478056
146,26121.481603692664
147,15715.808855122177
148,11383.250866692786
149,10991.792917047462
150,21141.832300850117
151,10378.69241808284
152,16503.795615521387
153,17881.78604780061
154,9261.796086988426
155,9809.266041799896
156,11565.61507835214
157,13982.811189941807
158,12489.51085932287
159,16318.005840755624
160,16274.525141071776
161,30383.436613740894
162,11727.716544326897
163,10367.621379836248
164,27518.962664525334
165,6859.996955748498
166,18139.17322465981
167,13688.404211164721
168,10105.549842543369
169,18984.16067466269
170,22893.92428571977
171,24536.790558720997
172,30015.78805094454
173,17293.514292307933
174,17402.953550638875
175,7216.482709895128
176,22001.337072358256
177,25730.24898257415
178,9620.573345123605
179,29372.49334961971
180,16131.395628181985
181,20879.439296475564
182,18909.40750845815
183,14791.30578789469
184,26667.293916686314
185,9363.789643250566
186,10389.229561949902
187,24317.73491520546
188,21361.932073796026
189,15781.086183410638
190,8319.41102875704
191,22543.37966385681
192,16309.032702312954
193,16308.96106584261
194,18215.890797942448
195,16614.955837440477
196,15553.301736428955
197,11639.292734759067
198,17477.26525725165
199,13642.790613276356
200,14075.6606917947
201,15702.567363821743
202,12986.92437405538
203,20234.850619718156
204,52358.47094570539
205,12702.70291045092
206,16201.354167983516
207,18329.865350989756
208,20714.17870920349
209,13324.991894156501
210,15494.348389763418
211,15323.949022901066
212,25513.520936409237
213,17195.891273383084
214,11432.30168932972
215,9160.181872989891
216,16333.553839574968
217,16659.69137762025
218,13019.690784988932
219,10989.335776971913
220,15672.251656126264
221,17956.523264867617
222,24342.053255985484
223,7494.308233736883
224,17525.39123492364
225,4759.995940139497
226,3269.95190288083
227,17857.106115926996
228,16891.692176798573
229,19739.18323093065
230,9666.139907111425
231,28856.544327116957
232,13741.743939052552
233,12715.205526483958
234,9661.863783487515
235,11609.471969164722
236,13897.514382268326
237,19699.756648247476
238,17463.19130350434
239,11407.684555843745
240,22639.765349769725
241,18996.391842060642
242,16340.103005322304
243,10859.733964290393
244,13485.980644349553
245,5324.122076276468
246,17694.824247352768
247,22012.363221566477
248,19813.21126137458
249,14667.383414972437
250,15823.048392114462
251,15960.883859393067
252,17705.665019166987
253,14429.844300663251
254,18681.212725965568
255,11385.186891010155
256,13030.655089509855
257,9949.561517596538
258,25685.46461271902
259,18830.98517189614
260,3996.2233940183887
261,17426.18611512718
262,10239.342550392135
263,19678.12062123191
264,13273.78528479187
265,19148.147423005063
266,16723.608590465006
267,12775.603361036705
268,6380.734335628409
269,17687.526552546762
270,14379.38834837607
271,15574.042351069045
272,13107.64718994316
273,10639.0855470648
274,9272.771662699168
275,20876.146991099446
276,19870.49499248323
277,23765.582937613137
278,8580.648300565932
279,18773.47791849103
280,18081.28715680822
281,10441.888506361207
282,17462.310593355316
283,17537.703405577406
284,6234.683391899269
285,9632.428096771604
286,15475.34690042847
287,17266.579099943276
288,18665.859696635787
289,30383.436613740894
290,21066.66799385474
291,16967.535315999885
292,26276.51688631288
293,18200.457144691038
294,11491.377134488488
295,12366.659594158551
296,14404.61211055795
297,27038.22760122968
298,20525.8978169159
299,16115.758100043047
300,5277.671786701632
301,27234.370126838254
302,17343.418984907836
303,15449.544362551702
304,13463.48090118791
305,14767.209792282132
306,14214.579354238214
307,11646.55056051462
308,16837.949908444047
309,31925.641199576676
310,9979.626151855471
311,6837.37248045858
312,14968.28808830528
313,6747.215110015017
314,15745.887408291195
315,15220.403368519876
316,23344.19944889784
317,16454.859119397115
318,16856.02362075029
319,18661.298268996627
320,16520.8613745954
321,11886.531220943856
322,7572.875929283464
323,15269.290098069103
324,9800.678683554936
325,4210.296812775585
326,14127.502552277989
327,24871.82252508901
328,15336.715615787687
329,13918.535577498606
330,5033.965543653569
331,4622.863697038758
332,11966.250416883278
333,30328.842159724143
334,12116.342712370042
335,20177.926868035403
336,15108.971291237309
337,14985.491921462984
338,19039.821768620983
339,18510.512591592367
340,19324.06857410108
341,17466.19403487154
342,17493.915844955154
343,15086.66691676839
344,12185.319033801654
345,16851.285612224725
346,16699.350117583253
347,16144.561278807942
348,12859.683242884106
349,13468.902432762763
350,20455.23162342424
351,17412.28552069063
352,18692.042232613992
353,21215.951570674944
354,18584.152865752632
355,17288.32929652506
356,21730.829032864578
357,9259.740048107782
358,8742.462048865122
359,13257.604450048553
360,18566.252116272546
361,10710.623870391826
362,24409.20135456429
363,18042.518931631537
364,13240.418787332539
365,23735.447597694467
366,31068.08862975447
367,24531.394534853585
368,15146.325483563804
369,16642.64548636245
370,14161.739036286554
371,11499.170278361617
372,22224.409280972795
373,11627.841738787203
374,9768.225582855976
375,13171.555697662416
376,18331.8327220249
377,8697.106613582633
378,4451.505740913068
379,13702.094278171468
380,8915.029206849074
381,16308.613841174767
382,8010.160790337249
383,18867.397023722377
384,8872.400890016104
385,16712.216712303623
386,12275.613924918025
387,16265.705595002508
388,6977.959771979689
389,16798.89320142574
390,5897.117168563356
391,36043.409085099585
392,30563.07302765891
393,15222.728210973266
394,15508.831241620184
395,7119.167795312787
396,5692.539254842315
397,17060.105495579577
398,17460.376962741964
399,23001.841049722574
400,17940.093314724465
401,18576.346810395262
402,24321.021726598476
403,8999.113168940261
404,15158.280915165311
405,7620.338297177295
406,29088.47382098004
407,14129.59601731482
408,12598.91791603735
409,15755.542060247075
410,13151.875292878236
