Id,price
0,17553.382955709578
1,17254.20420335597
2,24294.258307172167
3,14739.047565556515
4,7634.740025163428
5,24942.78679408659
6,5513.472825307825
7,17352.21330377528
8,16381.626823757319
9,20281.919690994917
10,26285.971845944616
11,6454.740563920943
12,14326.372478712581
13,10643.1469088441
14,16845.348603041723
15,10030.420241223781
16,18043.634571328876
17,15839.049117241566
18,13913.030554925761
19,11480.334306378707
20,2244.6823613967063
21,5116.32415181451
22,13494.35894588292
23,17553.382955709578
24,20780.559680499107
25,21652.61060335127
26,20986.833316255754
27,18666.2790754873
28,7021.201912506163
29,17565.51250549351
30,19149.2949753832
31,14147.967097808723
32,14327.505947487203
33,6362.222312018677
34,24847.76694065341
35,19149.2949753832
36,9557.05055292889
37,13744.867821814372
38,19149.2949753832
39,20226.685444367617
40,15619.983945487105
41,17032.1735316411
42,18241.245072278765
43,29606.686330043023
44,18269.376420888264
45,19687.506734277733
46,13601.613191310713
47,13392.177109385213
48,18043.634571328876
49,4741.544152855349
50,23106.60613013464
51,5981.504490541502
52,16286.363258399328
53,16755.046367739724
54,15958.217169776754
55,20321.250874046775
56,22847.04985781125
57,10537.05746573591
58,11064.76380104276
59,17811.73921387301
60,13340.003293859503
61,18754.015393449004
62,11439.240127501533
63,20859.896798218706
64,20057.802530491816
65,19319.33421243656
66,11057.668566247346
67,20133.830644135327
68,27606.591629658316
69,20027.099878351808
70,16755.046367739724
71,21590.850632474998
72,14504.15373156783
73,14136.429196319645
74,15819.639719888019
75,12141.296063755353
76,16635.562508050796
77,19336.81704088739
78,9792.291360091673
79,27267.37634548985
80,8619.545807327246
81,23121.896783132805
82,14502.37108055455
83,14787.009590838723
84,2305.9019746272843
85,13619.856650975544
86,16635.562508050796
87,28240.612253700223
88,25502.632416268185
89,13911.95116020707
90,20744.253841659418
91,15990.641062880533
92,25553.846667047885
93,17020.4579827603
94,10344.744418505652
95,19111.688392753655
96,17553.382955709578
97,10120.04716584978
98,31408.85145035535
99,11955.459791332354
100,14955.434725013358
101,18241.245072278765
102,19760.717327190916
103,15451.007275799662
104,12278.357756903732
105,14741.365417351235
106,16389.850768356588
107,16260.42768064419
108,13904.350078564772
109,20296.496437592177
110,5222.0801408498955
111,16692.281801485813
112,16260.42768064419
113,15813.07864168839
114,12960.653020026624
115,15990.693045945332
116,18463.992583513667
117,21421.889825539598
118,17176.982817074466
119,19932.363822054536
120,11232.91581330201
121,14475.11155682497
