Id,price
0,18297.715525896157
1,17013.749168160026
2,24722.98967877073
3,14980.278662102555
4,8265.955946252416
5,23454.653822779168
6,4724.272691449714
7,10635.999642364599
8,16915.69426593305
9,21737.55557365156
10,5814.364039301622
11,12193.47412348997
12,14137.965632668256
13,11629.042532838197
14,17198.891087809185
15,10048.339045782046
16,18633.774855173593
17,16290.927513974872
18,14570.791407682927
19,11155.94434127825
20,5170.511212894511
21,12183.492415518504
22,13171.121579660405
23,17647.725403862732
24,22888.94693641476
25,21344.637282148793
26,22558.348584037394
27,18621.653289025995
28,6872.055979918683
29,16270.44083467317
30,18326.184186008166
31,12936.694476687355
32,14710.581486213467
33,6151.229419830443
34,24090.45252465439
35,18346.017413421603
36,7569.37454438163
37,15398.461086679805
38,18235.877495314526
39,19395.153763813905
40,15742.540576866506
41,17051.28639083781
42,18179.866412680985
43,26484.543323067795
44,18523.515314349752
45,18784.27034635945
46,13615.90327277134
47,12806.868682982285
48,19269.375062991614
49,6966.855310892655
50,23412.429016070095
51,5316.7535120325265
52,16514.605084263527
53,16790.225785187264
54,16156.748364189287
55,19310.84423362748
56,20211.901174101527
57,10282.140536504661
58,10692.968506020452
59,17168.154350006793
60,14039.222032430973
61,18600.684067726164
62,11051.34777126301
63,20506.979724197314
64,19402.98332594142
65,18858.038448163163
66,13305.398130528818
67,19362.64860441325
68,23680.47409769612
69,19526.28086428801
70,15465.681525685362
71,21748.210493150527
72,13897.859721970126
73,14363.470216200376
74,16651.80695415108
75,13793.229251808323
76,16308.797445835413
77,18430.787436263487
78,10502.76395649985
79,24800.10765262284
80,9406.924755515522
81,16659.903767903023
82,16038.740065633581
83,15525.398020135652
84,5607.2850148619555
85,14781.409152567072
86,16903.539981202644
87,23140.7457738168
88,26617.629329363845
89,15552.636618736371
90,20147.945843003694
91,16252.239845822432
92,22800.086967973675
93,16765.79833528443
94,10811.838935563255
95,19452.37735697152
96,17479.599164368537
97,10065.989304912378
98,12828.144227838
99,11735.581230064885
100,16438.044760954104
101,18231.32113135317
102,19713.157730347026
103,14406.848028163125
104,12787.331666315677
105,15527.531331093118
106,16926.8019681822
107,16459.299665326726
108,13003.020207106138
109,21326.040502363645
110,2969.5255377534495
111,8570.237513377817
112,16645.774977657344
113,9390.111098663281
114,13166.101349698443
115,15092.776839170672
116,18712.211306081528
117,22995.265869865416
118,17408.066296140576
119,16463.30703774493
120,11301.393366380082
121,14193.331950901114
122,17974.547849961054
123,17901.642847867508
124,13923.146818911608
125,6544.305182217112
126,17990.21214338435
127,14402.049787803811
128,17913.676789848672
129,10873.74706263942
130,7715.167287977492
131,22389.163481772597
132,10647.56570625145
133,3625.899880137759
134,13074.133879802435
135,21082.869038132045
136,14094.09829068566
137,13730.172223718104
138,16740.727415839952
139,15776.2664723523
140,17002.887436035904
141,13735.549757835843
142,12536.603297118694
143,16442.66217445439
144,9965.592687923345
145,14165.33622319006
146,22335.465032946053
147,16305.07268339144
148,10902.826635457659
149,11996.407805161232
150,16990.095172221878
151,9943.231730133375
152,16377.163992495827
153,17232.066520502758
154,9128.175265787751
155,10706.109086498634
156,11657.61884449621
157,11058.172810469949
158,14123.244441243376
159,16574.160413025675
160,16203.448787103498
161,23384.05839355982
162,12442.696893148783
163,10598.882580427518
164,16250.547037492963
165,4396.856559578883
166,16325.017925855296
167,14561.315158512525
168,10490.243778035061
169,19714.859882457207
170,24142.70409612975
171,22336.371282925054
172,25780.65865170598
173,16138.914745479136
174,17266.223152440733
175,8507.048350447314
176,20122.369248151004
177,25215.792758352218
178,11056.758780585016
179,24458.283072469432
180,15719.532149505521
181,19676.462121513672
182,17697.788426115367
183,15183.141821350733
184,25612.391573601686
185,9945.438755498515
186,10169.399756157392
187,25003.036576409937
188,20983.738124120297
189,14995.493410962403
190,9016.176757183843
191,20506.979724197314
192,16731.564986362515
193,16418.33222890571
194,17480.79728004374
195,15062.616647490999
196,16269.019973144552
